date,permit_id,permit_type,project_name,address,parcel,source,risk_class,lat,lon,weather_risk,base_score,weather_multiplier,time_decay,composite_score,risk_tier
2026-02-05,26-0265,Remodel,3070 E Seegmiller DR - Windows,3070 E Seegmiller RD,SG-CORN-1-4,building,MEDIUM,,,0,2.0,1.0,0.8876712328767123,1.7753424657534247,Monitor
2026-02-05,26-0268,Commercial (New Build),"7Brew - Encore - 3050 - St. George, UT ",3030 E Panther Way,SG-UFCS-2,building,HIGH,,,0,3.0,1.0,0.8876712328767123,2.663013698630137,Larvicide
2026-02-05,PLANGRD-CM26-004,Grading/Site Plan (Commercial/Apartments),Hilltop Car Wash,"160 N 900 E ST , ST GEORGE UTAH",SG-1328-A-2-B-4,grading,HIGH,37.1110376,-113.5642081,0,3.0,1.0,0.8876712328767123,2.663013698630137,Larvicide
2026-02-05,GRD-CM26-008,Grading/Site Plan (Commercial/Apartments),Ft Pierce Lot 135,"Lot 135, Progressive Drive",SG-5-3-19-241,grading,HIGH,37.0319651,-113.5731057,0,3.0,1.0,0.8876712328767123,2.663013698630137,Larvicide
2026-02-04,26-0262,Single Family,VARANO VISTAS AT DIVARIO 56,2776 W PIATTO WAY,SG-VAR-2-56,building,MEDIUM,37.0993307,-113.6421467,0,2.0,1.0,0.8849315068493151,1.7698630136986302,Monitor
2026-02-04,26-0257,Mechanical,2082 W 975 N ST - HVAC,2082 W 975 N ST,SG-SSH-7,building,LOW,,,0,1.0,1.0,0.8849315068493151,0.8849315068493151,Monitor
2026-02-04,26-0253,Single Family,Viviano at Red Cliffs 101B,3035 E ANDALUSIAN LN,SG-VIRC-2-PT-A,building,MEDIUM,,,0,2.0,1.0,0.8849315068493151,1.7698630136986302,Monitor
2026-02-04,26-0254,Single Family,Viviano at Red Cliffs 102B,3039 E ANDALUSIAN LN,SG-VIRC-2-PT-A,building,MEDIUM,,,0,2.0,1.0,0.8849315068493151,1.7698630136986302,Monitor
2026-02-04,26-0255,Single Family,Viviano at Red Cliffs 103B,3047 E ANDALUSIAN LN,SG-VIRC-2-PT-A,building,MEDIUM,,,0,2.0,1.0,0.8849315068493151,1.7698630136986302,Monitor
2026-02-04,26-0256,Single Family,Viviano at Red Cliffs 104B,3053 E ANDALUSIAN LN,SG-VIRC-2-PT-A,building,MEDIUM,,,0,2.0,1.0,0.8849315068493151,1.7698630136986302,Monitor
2026-02-04,26-0252,Public,St. George City Pool Main Panel Replacement,250 E 700 S ST,SG-1390-B,building,HIGH,37.0962639,-113.566432,0,3.0,1.0,0.8849315068493151,2.654794520547945,Larvicide
2026-02-04,26-0261,Single Family,VARANO VISTAS AT DIVARIO 116,520 S Martignano WAY,SG-VAR-3-116,building,MEDIUM,37.0998656,-113.6404472,0,2.0,1.0,0.8849315068493151,1.7698630136986302,Monitor
2026-02-04,26-0259,Single Family,CECITA CREST AT DIVARIO 159,2994 W VARESE WAY,SG-CCD-3-159,building,MEDIUM,,,0,2.0,1.0,0.8849315068493151,1.7698630136986302,Monitor
2026-02-04,26-0258,Single Family,CECITA CREST AT DIVARIO 154,2993 W VARESE WAY,SG-CCD-3-154,building,MEDIUM,,,0,2.0,1.0,0.8849315068493151,1.7698630136986302,Monitor
2026-02-04,26-0260,Single Family,DESERT TALUS 123,5911 S FOOTHILL RIDGE DR,SG-DTAL-1-123,building,MEDIUM,,,0,2.0,1.0,0.8849315068493151,1.7698630136986302,Monitor
2026-02-04,26-0250,Pool,2789 S Emily LN - Pool,2789 S Emily LN,SG-WEBB-2-220,building,MEDIUM,,,0,2.0,1.0,0.8849315068493151,1.7698630136986302,Monitor
2026-02-03,26-0237,Pool,3513 S Sugar Leo Rd - Pool,3513 S Sugar Leo Rd - Pool,SG-BR-3-139,building,MEDIUM,,,0,2.0,1.0,0.8821917808219178,1.7643835616438357,Monitor
2026-02-03,26-0236,Mechanical,1289 W HAGEN CIR - HVAC,1289 W HAGEN CIR,SG-BCC-6-89,building,LOW,,,0,1.0,1.0,0.8821917808219178,0.8821917808219178,Monitor
2026-02-03,26-0248,Single Family,DESERT REFLECTIONS 108,4283 E CARRERA WAY,SG-DREF-1-108,building,MEDIUM,,,0,2.0,1.0,0.8821917808219178,1.7643835616438357,Monitor
2026-02-03,26-0249,Remodel,1160 W Junipero Serra Dr - Stucco,1160 W Junipero Serra Dr,SG-BCC-7-32,building,MEDIUM,,,0,2.0,1.0,0.8821917808219178,1.7643835616438357,Monitor
2026-02-03,26-0234,Accessory Building,917 E Fort Pierce DR - Detached Garage,917 E Fort Pierce Dr,SG-BLH-10-152,building,MEDIUM,37.074434,-113.5646674,0,2.0,1.0,0.8821917808219178,1.7643835616438357,Monitor
2026-02-03,26-0241,Multi-Family (townhome),Willow Bend - 68,911 S Willowbend DR,SG-WBTR-68,building,MEDIUM,,,0,2.0,1.0,0.8821917808219178,1.7643835616438357,Monitor
2026-02-03,26-0242,Multi-Family (townhome),Willow Bend - 69,909 S Willowbend DR,SG-WBTR-69,building,MEDIUM,,,0,2.0,1.0,0.8821917808219178,1.7643835616438357,Monitor
2026-02-03,26-0245,Multi-Family (townhome),Willow Bend 71,905 S Willowbend DR,SG-WBTR-71,building,MEDIUM,,,0,2.0,1.0,0.8821917808219178,1.7643835616438357,Monitor
2026-02-03,26-0240,Multi-Family (townhome),Willow Bend Shell  68 - 71,905 - 911 Willowbend DR,SG-WBTR-68  -  71,building,MEDIUM,,,0,2.0,1.0,0.8821917808219178,1.7643835616438357,Monitor
2026-02-03,26-0243,Multi-Family (townhome),Willow Bend -  70,907 S Willowbend DR,SG-WBTR-70,building,MEDIUM,,,0,2.0,1.0,0.8821917808219178,1.7643835616438357,Monitor
2026-02-03,26-0235,Single Family,ROSALIA RIDGE AT DIVARIO 3,678 S MOLVENO TRL,SG-ROSA-3,building,MEDIUM,,,0,2.0,1.0,0.8821917808219178,1.7643835616438357,Monitor
2026-02-03,26-0238,Single Family,Sage Haven 1514,6255 S Irontree DR,SG-SAH-15-1514,building,MEDIUM,,,0,2.0,1.0,0.8821917808219178,1.7643835616438357,Monitor
2026-02-03,26-0239,Single Family,Salarno Hills 29,2721 W Brenta WAY,SG-SHD-2-29,building,MEDIUM,37.0966608,-113.6401687,0,2.0,1.0,0.8821917808219178,1.7643835616438357,Monitor
2026-02-03,26-0246,Public,St. George PD Evidence Storage - Remodel,205 E 200 N ST,SG-1727-B,building,HIGH,,,0,3.0,1.0,0.8821917808219178,2.6465753424657534,Larvicide
2026-02-03,26-0247,Single Family,CASCATA AT DIVARIO 53,3081 W PLATANI TRL,SG-CAD-4-53,building,MEDIUM,,,0,2.0,1.0,0.8821917808219178,1.7643835616438357,Monitor
2026-02-03,GRD-CM26-007,Grading/Site Plan (Commercial/Apartments),Red Rock Office Building Grading/Site Plan,TBD - Black Mountain Drive,SG-6-3-26-114,grading,HIGH,,,0,3.0,1.0,0.8821917808219178,2.6465753424657534,Larvicide
2026-02-02,26-0224,Multi-Family (townhome),Rockland Townhomes 126,1094 W Albertine LN,SG-RLT-1-126,building,MEDIUM,37.0732275,-113.6069114,0,2.0,1.0,0.8794520547945206,1.7589041095890412,Monitor
2026-02-02,26-0228,Multi-Family (townhome),Rockland Townhomes 129,1106 W Albertine LN,SG-RLT-1-129,building,MEDIUM,,,0,2.0,1.0,0.8794520547945206,1.7589041095890412,Monitor
2026-02-02,26-0227,Multi-Family (townhome),Rockland Townhomes 128,1102 W Albertine LN,SG-RLT-1-128,building,MEDIUM,37.0732275,-113.6069114,0,2.0,1.0,0.8794520547945206,1.7589041095890412,Monitor
2026-02-02,26-0226,Multi-Family (townhome),Rockland Townhomes 127,1098 W Albertine LN,SG-RLT-1-127,building,MEDIUM,37.0732275,-113.6069114,0,2.0,1.0,0.8794520547945206,1.7589041095890412,Monitor
2026-02-02,26-0233,Single Family,Grand Heights 45,977 N Grand Teton LN,SG-GRA-3-45,building,MEDIUM,,,0,2.0,1.0,0.8794520547945206,1.7589041095890412,Monitor
2026-02-02,26-0223,Multi-Family (townhome),Rockland Townhomes 125,1090 W Albertine LN,SG-RLT-1-125,building,MEDIUM,37.0732275,-113.6069114,0,2.0,1.0,0.8794520547945206,1.7589041095890412,Monitor
2026-02-02,26-0222,Multi-Family (townhome),Rockland Townhomes 125-129 Shell,1090 - 1106 W Albertine LN,SG-RLT-1-125 thru 129,building,MEDIUM,,,0,2.0,1.0,0.8794520547945206,1.7589041095890412,Monitor
2026-02-02,26-0221,Single Family,Ledges of St George Yellow Knolls 222,4907 N Alger Hollow LN,SG-YEK-2-222,building,MEDIUM,,,0,2.0,1.0,0.8794520547945206,1.7589041095890412,Monitor
2026-02-02,26-0232,Addition,1443 W 320 N ST - ADDITION ,1443 W 320 N ST,SG-KCT-1,building,MEDIUM,37.1138404,-113.6135006,0,2.0,1.0,0.8794520547945206,1.7589041095890412,Monitor
2026-02-02,26-0225,Single Family,Ledges of St George 527 ,5096 N Long Sky DR,SG-LOSG-5-527,building,MEDIUM,37.1973805,-113.6332887,0,2.0,1.0,0.8794520547945206,1.7589041095890412,Monitor
2026-02-02,26-0229,Accessory Building,723 N 1000 W ST - Detached Garage,723 N 1000 W ST,SG-RDW-3,building,MEDIUM,37.1209696,-113.6049632,0,2.0,1.0,0.8794520547945206,1.7589041095890412,Monitor
2026-02-02,PLANGRD-CM26-003,Grading/Site Plan (Commercial/Apartments),DCC North Access Road-Grading/Site Plan,TBD-Desert Color Parkway,"SG-5-3-31-433-A-SLL, SG-DCC-1-1-B, SG-6-3-24-331, SG-6-3-24-332",grading,HIGH,,,0,3.0,1.0,0.8794520547945206,2.638356164383562,Larvicide
2026-02-02,GRD-CM26-006,Grading/Site Plan (Commercial/Apartments),"7 Brew Coffee - St. George, UT 01","750 North 3050 East Street, St. George, Utah",SG-UFCS-2,grading,HIGH,,,0,3.0,1.0,0.8794520547945206,2.638356164383562,Larvicide
2026-02-01,26-0220,Pool,3053 E Banded Hills Dr - Pool,3053 E BANDED HILLS DR,SG-BAN-7,building,MEDIUM,37.0459462,-113.5187786,0,2.0,1.0,0.8767123287671232,1.7534246575342465,Monitor
2026-02-01,26-0219,Pool,2600 E Rosedale DR - Pool,2600 E Rosedale Dr,SG-MOO-8-167,building,MEDIUM,,,0,2.0,1.0,0.8767123287671232,1.7534246575342465,Monitor
2026-01-30,26-0215,Pool,3357 S Fairway RD - Pool,3357 S Fairway RD,SG-BCC-5-79,building,MEDIUM,,,0,2.0,1.0,0.8712328767123287,1.7424657534246575,Monitor
2026-01-30,26-0218,Res Misc,RED TAG *STOP WORK ORDER* - 1806 N DIXIE DOWNS RD #29,1806 N DIXIE DOWNS RD #29,SG-EMR-29,building,MEDIUM,37.1411803,-113.6222159,0,2.0,1.0,0.8712328767123287,1.7424657534246575,Monitor
2026-01-30,26-0216,Mechanical,2962 E Carmine DR - HVAC,2962 E CARMINE DR,SG-MUL-1-6,building,LOW,37.0518175,-113.5236118,0,1.0,1.0,0.8712328767123287,0.8712328767123287,Monitor
2026-01-30,26-0217,Mechanical,411 W 600 N ST - Furnace,411 W 600 N ST,SG-1716-B,building,LOW,,,0,1.0,1.0,0.8712328767123287,0.8712328767123287,Monitor
2026-01-29,26-0211,Pool,4009 S 2420 E ST - POOL,4009 S 2420 E ST,SG-MVF-5-77,building,MEDIUM,37.039691,-113.5350027,0,2.0,1.0,0.8684931506849315,1.736986301369863,Monitor
2026-01-29,26-0200,Multi-Family (townhome),Viviano at Red Cliffs 135,3022 E SHETLAND LN,SG-VIRC-7-PT-A,building,MEDIUM,,,0,2.0,1.0,0.8684931506849315,1.736986301369863,Monitor
2026-01-29,26-0203,Single Family,Arbors 211,2959 E ROWAN LN,SG-ARBR-13-211,building,MEDIUM,,,0,2.0,1.0,0.8684931506849315,1.736986301369863,Monitor
2026-01-29,26-0202,Repair,6130 S Deserts Edge Dr - Door,6130 S Deserts Edge Dr,SG-DEH-4-2,building,MEDIUM,,,0,2.0,1.0,0.8684931506849315,1.736986301369863,Monitor
2026-01-29,26-0210,Multi-Family (townhome),Viviano at Red Cliffs 142,3048 E SHETLAND LN,SG-VIRC-7-PT-A,building,MEDIUM,,,0,2.0,1.0,0.8684931506849315,1.736986301369863,Monitor
2026-01-29,26-0209,Multi-Family (townhome),Viviano at Red Cliffs 141,3044 E SHETLAND LN,SG-VIRC-7-PT-A,building,MEDIUM,,,0,2.0,1.0,0.8684931506849315,1.736986301369863,Monitor
2026-01-29,26-0208,Multi-Family (townhome),Viviano at Red Cliffs 140,3040 E SHETLAND LN,SG-VIRC-7-PT-A,building,MEDIUM,,,0,2.0,1.0,0.8684931506849315,1.736986301369863,Monitor
2026-01-29,26-0207,Multi-Family (townhome),Viviano at Red Cliffs 139,3036 E SHETLAND LN,SG-VIRC-7-PT-A,building,MEDIUM,,,0,2.0,1.0,0.8684931506849315,1.736986301369863,Monitor
2026-01-29,26-0206,Multi-Family (townhome),Viviano at Red Cliffs 138,3032 E SHETLAND LN,SG-VIRC-7-PT-A,building,MEDIUM,,,0,2.0,1.0,0.8684931506849315,1.736986301369863,Monitor
2026-01-29,26-0205,Multi-Family (townhome),Viviano at Red Cliffs 137,3028 E SHETLAND LN,SG-VIRC-7-PT-A,building,MEDIUM,,,0,2.0,1.0,0.8684931506849315,1.736986301369863,Monitor
2026-01-29,26-0213,Multi-Family (townhome),Viviano at Red Cliffs - Shell Permit - Units 137-142,3028 -  3048 E SHETLAND LN,SG-VIRC-7-PT-A,building,MEDIUM,,,0,2.0,1.0,0.8684931506849315,1.736986301369863,Monitor
2026-01-29,26-0201,Multi-Family (townhome),Viviano at Red Cliffs 136,3024 E SHETLAND LN,SG-VIRC-7-PT-A,building,MEDIUM,,,0,2.0,1.0,0.8684931506849315,1.736986301369863,Monitor
2026-01-29,26-0212,Multi-Family (townhome),Viviano at Red Cliffs 131-136 - SHELL ,3012 - 3024 E SHETLAND LN,SG-VIRC-7-PT-A,building,MEDIUM,,,0,2.0,1.0,0.8684931506849315,1.736986301369863,Monitor
2026-01-29,26-0199,Multi-Family (townhome),Viviano at Red Cliffs 134,3018 E SHETLAND LN,SG-VIRC-7-PT-A,building,MEDIUM,,,0,2.0,1.0,0.8684931506849315,1.736986301369863,Monitor
2026-01-29,26-0197,Multi-Family (townhome),Viviano at Red Cliffs 132,3014 E SHETLAND LN,SG-VIRC-7-PT-A,building,MEDIUM,,,0,2.0,1.0,0.8684931506849315,1.736986301369863,Monitor
2026-01-29,26-0196,Multi-Family (townhome),Viviano at Red Cliffs 131,3012 E SHETLAND LN,SG-VIRC-7-PT-A ,building,MEDIUM,,,0,2.0,1.0,0.8684931506849315,1.736986301369863,Monitor
2026-01-29,26-0195,Single Family,Cecita Crest at Divario 102,680 S Cecita WAY,SG-CCD-4-102,building,MEDIUM,37.0998703,-113.6453866,0,2.0,1.0,0.8684931506849315,1.736986301369863,Monitor
2026-01-29,26-0194,Single Family,Cecita Crest at Divario 101,664 S Cecita WAY,SG-CCD-4-101,building,MEDIUM,37.0998703,-113.6453866,0,2.0,1.0,0.8684931506849315,1.736986301369863,Monitor
2026-01-29,26-0193,Single Family,Cecita Crest at Divario 185,3076 W Orco LN,SG-CCD-4-185,building,MEDIUM,,,0,2.0,1.0,0.8684931506849315,1.736986301369863,Monitor
2026-01-29,26-0204,Pool,3375 E 2170 S ST - POOL,3375 E 2170 S ST,SG-MAVE-3,building,MEDIUM,37.071416,-113.5144314,0,2.0,1.0,0.8684931506849315,1.736986301369863,Monitor
2026-01-29,26-0214,Addition,1026 S High Mesa CIR - Addition,1026 S High Mesa CIR,SG-SRFR-2-25,building,MEDIUM,37.0903537,-113.547646,0,2.0,1.0,0.8684931506849315,1.736986301369863,Monitor
2026-01-29,26-0192,Single Family,Cecita Crest at Divario 100,648 S Cecita WAY,SG-CCD-4-100,building,MEDIUM,37.0998703,-113.6453866,0,2.0,1.0,0.8684931506849315,1.736986301369863,Monitor
2026-01-29,26-0198,Multi-Family (townhome),Viviano at Red Cliffs 133,3016 E SHETLAND LN,SG-VIRC-7-PT-A,building,MEDIUM,,,0,2.0,1.0,0.8684931506849315,1.736986301369863,Monitor
2026-01-28,26-0187,Single Family,CECITA CREST AT DIVARIO 178,2992 W Orco LN,SG-CCD-4-178,building,MEDIUM,,,0,2.0,1.0,0.8657534246575342,1.7315068493150685,Monitor
2026-01-28,26-0189,Single Family,VARANO VISTAS AT DIVARIO 64,2733 W Piatto WAY,SG-VAR-2-64,building,MEDIUM,37.0993307,-113.6421467,0,2.0,1.0,0.8657534246575342,1.7315068493150685,Monitor
2026-01-28,26-0188,Single Family,VARANO VISTAS AT DIVARIO 117,506 S Martignano WAY,SG-VAR-3-117,building,MEDIUM,37.0998656,-113.6404472,0,2.0,1.0,0.8657534246575342,1.7315068493150685,Monitor
2026-01-28,26-0180,Electrical,1961 S 2530 E ST - Generlink Device,1961 S 2530 E St,SG-SRYH-2-114,building,LOW,37.0746893,-113.5321498,0,1.0,1.0,0.8657534246575342,0.8657534246575342,Monitor
2026-01-28,26-0184,Public,Sunbowl Redevelopment Bleachers **FOOTINGS/FOUNDATION ONLY**,150 S 400 E,SG-1058,building,HIGH,37.1057896,-113.5960659,0,3.0,1.0,0.8657534246575342,2.5972602739726027,Larvicide
2026-01-28,26-0186,Retaining Wall - Concrete or CMU,977 N Grand Teton Ln - Retaining Wall,977 N Grand Teton Ln,SG-GRA-3-45,building,MEDIUM,,,0,2.0,1.0,0.8657534246575342,1.7315068493150685,Monitor
2026-01-28,26-0175,Plumbing,1884 N CENTENNIAL DR - WATER HEATER,1884 N CENTENNIAL DR,SG-CTE-4-64,building,LOW,37.1408094,-113.635424,0,1.0,1.0,0.8657534246575342,0.8657534246575342,Monitor
2026-01-28,26-0176,Plumbing,2329 S Augusta DR - Water Heater,2329 S AUGUSTA DR,SG-TRE-3-6,building,LOW,,,0,1.0,1.0,0.8657534246575342,0.8657534246575342,Monitor
2026-01-28,26-0182,Single Family,Viviano at Red Cliffs - Unit 193,1069 S CRIOLLO LN,SG-VIRC-10-PT-A,building,MEDIUM,,,0,2.0,1.0,0.8657534246575342,1.7315068493150685,Monitor
2026-01-28,26-0174,Mechanical,55 E 700 S ST UNIT 3 - HVAC,55 E 700 S ST UNIT 3,SG-SRV-B-3,building,LOW,,,0,1.0,1.0,0.8657534246575342,0.8657534246575342,Monitor
2026-01-28,26-0190,Single Family,VARANO VISTAS AT DIVARIO 88,476 S Maggiore TRL,SG-VAR-3-88,building,MEDIUM,37.1002723,-113.6411165,0,2.0,1.0,0.8657534246575342,1.7315068493150685,Monitor
2026-01-28,26-0183,Single Family,Viviano at Red Cliffs - Unit 192,1063 S CRIOLLO LN,SG-VIRC-10-PT-A,building,MEDIUM,,,0,2.0,1.0,0.8657534246575342,1.7315068493150685,Monitor
2026-01-28,26-0179,Single Family,Viviano at Red Cliffs - Unit 190,1041 S CRIOLLO LN,SG-VIRC-10-PT-A,building,MEDIUM,,,0,2.0,1.0,0.8657534246575342,1.7315068493150685,Monitor
2026-01-28,26-0178,Single Family,Viviano at Red Cliffs 189,1035 S CRIOLLO LN,SG-VIRC-10-PT-A,building,MEDIUM,,,0,2.0,1.0,0.8657534246575342,1.7315068493150685,Monitor
2026-01-28,26-0177,Single Family,Viviano at Red Cliffs 188,1027 S CRIOLLO LN,SG-VIRC-10-PT-A,building,MEDIUM,,,0,2.0,1.0,0.8657534246575342,1.7315068493150685,Monitor
2026-01-28,26-0173,Commercial TI,Sundara Skin & Wellness Salon - Remodel,929 W Sunset BLVD UNIT 1C,SG-6-2-24-44451,building,MEDIUM,,,0,2.0,1.0,0.8657534246575342,1.7315068493150685,Monitor
2026-01-28,26-0185,Single Family,CASCATA AT DIVARIO 69,3087 W BOLSENA TRL,SG-CAD-4-69,building,MEDIUM,,,0,2.0,1.0,0.8657534246575342,1.7315068493150685,Monitor
2026-01-28,26-0191,Single Family,WHITE CANYON 217,1389 E White Bluff DR,SG-WCYN-2-217,building,MEDIUM,,,0,2.0,1.0,0.8657534246575342,1.7315068493150685,Monitor
2026-01-28,26-0181,Single Family,Viviano at Red Cliffs - Unit 191,1055 S CRIOLLO LN,SG-VIRC-10-PT-A,building,MEDIUM,,,0,2.0,1.0,0.8657534246575342,1.7315068493150685,Monitor
2026-01-27,26-0163,Single Family,Viviano at Red Cliffs 166,3051 E APPALOOSA LN,SG-VIRC-8-PT-A,building,MEDIUM,,,0,2.0,1.0,0.863013698630137,1.726027397260274,Monitor
2026-01-27,26-0171,Mechanical,1717 W 680 S St - HVAC,1717 W 680 S ST,SG-OLGV-34,building,LOW,37.0965491,-113.6196781,0,1.0,1.0,0.863013698630137,0.863013698630137,Monitor
2026-01-27,26-0170,Mechanical,2953 E 3110 S ST - HVAC,2953 E 3110 S ST,SG-MUL-9-117,building,LOW,37.0556242,-113.5235862,0,1.0,1.0,0.863013698630137,0.863013698630137,Monitor
2026-01-27,26-0165,Single Family,SAGE HAVEN 627 ,494 W Avery LN,SG-SAH-6-627,building,MEDIUM,,,0,2.0,1.0,0.863013698630137,1.726027397260274,Monitor
2026-01-27,26-0168,Awning/Patio,991 N Grand Heights - Awning,991 N. Grand Heights DR,SG-GRA-1-1,building,MEDIUM,37.1233706,-113.552501,0,2.0,1.0,0.863013698630137,1.726027397260274,Monitor
2026-01-27,26-0158,Pool,3000 W Nemi LN - Pool,3000 W Nemi LN,SG-ADP-1-26,building,MEDIUM,37.1060258,-113.6466112,0,2.0,1.0,0.863013698630137,1.726027397260274,Monitor
2026-01-27,26-0159,Retaining Wall - Concrete or CMU,1681 E Talus Way - Retaining Wall,1681 E Talus Way,SG-CTC-5-57,building,MEDIUM,37.0741101,-113.5487231,0,2.0,1.0,0.863013698630137,1.726027397260274,Monitor
2026-01-27,26-0169,Addition,3073 Honey Locust CIR - Addition,3073 Honey Locust CIR,SG-BLH-2A-26,building,MEDIUM,37.0533831,-113.5576342,0,2.0,1.0,0.863013698630137,1.726027397260274,Monitor
2026-01-27,26-0162,Single Family,Viviano at Red Cliffs 165,3045 E APPALOOSA LN,SG-VIRC-8-PT-A,building,MEDIUM,,,0,2.0,1.0,0.863013698630137,1.726027397260274,Monitor
2026-01-27,26-0161,Single Family,Viviano at Red Cliffs 164,3037 E APPALOOSA LN,SG-VIRC-8-PT-A,building,MEDIUM,,,0,2.0,1.0,0.863013698630137,1.726027397260274,Monitor
2026-01-27,26-0160,Single Family,Viviano at Red Cliffs 163,3033 E APPALOOSA LN,SG-VIRC-8-PT-A,building,MEDIUM,,,0,2.0,1.0,0.863013698630137,1.726027397260274,Monitor
2026-01-27,26-0164,Pool,5414 N Johnson Arch - Pool,5414 N JOHNSON ARCH DR,SG-JGA-2-202,building,MEDIUM,37.20259,-113.6151869,0,2.0,1.0,0.863013698630137,1.726027397260274,Monitor
2026-01-27,26-0166,Electrical,"TERRY DICK / EMERGENCY PANEL SWAP / 142 E 500 S, #4","142 E 500 S, #4",SG-DTT-4,building,LOW,,,0,1.0,1.0,0.863013698630137,0.863013698630137,Monitor
2026-01-27,GRD-CM26-005,Grading/Site Plan (Commercial/Apartments),Chase Bank -SRC,4616 S Pioneer Road,TBD ( Lot #1),grading,HIGH,,,0,3.0,1.0,0.863013698630137,2.589041095890411,Larvicide
2026-01-27,26-0167,Mechanical,2390 S Dover WY - HVAC,2390 S DOVER WAY,SG-LY-6-123,building,LOW,37.0670057,-113.6042677,0,1.0,1.0,0.863013698630137,0.863013698630137,Monitor
2026-01-27,26-0172,"Commercial Gas, Elect, Mech, Plumb",Hilton Garden Inn - HVAC,1731 S Convention Center Dr,SG-HTNS-4-ERD,building,MEDIUM,37.0783579,-113.5823435,0,2.0,1.0,0.863013698630137,1.726027397260274,Monitor
2026-01-26,26-0156,Single Family,Avenidas at Hidden Valley 43,3584 S Turin LN,SG-AHV-2-43,building,MEDIUM,37.0473679,-113.5816648,0,2.0,1.0,0.8602739726027397,1.7205479452054795,Monitor
2026-01-26,26-0152,Single Family,Avenidas at Hidden Valley 61,3642 S Innsbruck LN,SG-AHV-2-61,building,MEDIUM,,,0,2.0,1.0,0.8602739726027397,1.7205479452054795,Monitor
2026-01-26,26-0146,Plumbing,4610 S SIESTA DR - WATER HEATER,4610 S SIESTA DR,SG-SUR-9-716,building,LOW,,,0,1.0,1.0,0.8602739726027397,0.8602739726027397,Monitor
2026-01-26,26-0154,Addition,3012 Sugar Leo RD - Addition,3012 Sugar Leo RD,SG-BR-1-43,building,MEDIUM,37.0564521,-113.5955689,0,2.0,1.0,0.8602739726027397,1.7205479452054795,Monitor
2026-01-26,26-0147,Single Family,Webb Acres 224,2777 S 3330 E ST,SG-WEBB-2-224,building,MEDIUM,37.0603835,-113.5150275,0,2.0,1.0,0.8602739726027397,1.7205479452054795,Monitor
2026-01-26,26-0157,Addition,2880 E 150 N ST - Addition,2880 E 150 N ST,SG-RSH-D-78,building,MEDIUM,37.0559971,-113.5258435,0,2.0,1.0,0.8602739726027397,1.7205479452054795,Monitor
2026-01-26,26-0151,Single Family,Avenidas at Hidden Valley 63,3618 S Innsbruck LN,SG-AHV-2-63,building,MEDIUM,,,0,2.0,1.0,0.8602739726027397,1.7205479452054795,Monitor
2026-01-26,GRD-CM26-004,Grading/Site Plan (Commercial/Apartments),Fort Pierce Lot 205 - 205 LLC,Fort Pierce Lot 205,SG-5-3-17-1101,grading,HIGH,37.0746519,-113.5537381,0,3.0,1.0,0.8602739726027397,2.580821917808219,Larvicide
2026-01-26,26-0155,Commercial TI,IHC Foremaster II Buildout (Coral Desert Bld E) - TI,1382 E Foremaster DR,SG-CDRT-2-1,building,MEDIUM,37.0962116,-113.552775,0,2.0,1.0,0.8602739726027397,1.7205479452054795,Monitor
2026-01-26,26-0148,Addition,2627 S 2350 E ST - Addition,2627 S 2350 E ST,SG-FPP-1-38,building,MEDIUM,37.0641204,-113.535599,0,2.0,1.0,0.8602739726027397,1.7205479452054795,Monitor
2026-01-26,26-0149,Water Meter Set,Avenidas at Hidden Valley - Water Meter #3,38 E Dakar Ln,SG-AHV-1-COMMON,building,MEDIUM,37.0472698,-113.5829358,0,2.0,1.0,0.8602739726027397,1.7205479452054795,Monitor
2026-01-26,26-0150,Single Family,Avenidas at Hidden Valley 46,3595 S Turin LN,SG-AHV-2-46,building,MEDIUM,,,0,2.0,1.0,0.8602739726027397,1.7205479452054795,Monitor
2026-01-26,26-0153,Single Family,The Cliffs of Snow Canyon 128,3052 N Snow Canyon PKWY UNIT 128,SG-COSC-C-128,building,MEDIUM,,,0,2.0,1.0,0.8602739726027397,1.7205479452054795,Monitor
2026-01-23,26-0144,Single Family,Sage Haven 405,6207 S Matrix CIR,SG-SAH-4-405,building,MEDIUM,,,0,2.0,1.0,0.8520547945205479,1.7041095890410958,Monitor
